post_id,ticker,excluded_flag,excluded_reason,bars_found,window_quality,confirmatory_eligible,market_adjusted_return,raw_volatility,time_bucket,baseline_mean,baseline_std,baseline_n,baseline_p_threshold,vol_zscore,vol_percentile_rank,abnormal_volatility_flag
2052071639337337288,BOX,False,,40,partial,True,-0.00490411330901197,0.0006961584542204036,3.0,,,,,,,False
2051344780328858040,BOX,False,,46,partial,True,0.0015148501723680763,0.0005832547832438444,3.0,,,,,,,False
2051057677984469277,BOX,False,,49,partial,True,0.025868589525068098,0.002239397471404901,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.852967767585885,0.0,False
2051009208393589096,BOX,False,,49,partial,True,0.025868589525068098,0.002239397471404901,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.852967767585885,0.0,False
2050684160151617603,BOX,False,,49,partial,True,0.025868589525068098,0.002239397471404901,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.852967767585885,0.0,False
2050295657836277764,BOX,False,,34,partial,True,-0.00023826820174854824,0.0010817684645100952,5.0,0.001156084544584349,0.0002470170345756928,55.0,0.0015310284194640484,-0.30085406944467713,36.36363636363637,False
2050240083325030404,BOX,False,,42,partial,True,0.00648032913202623,0.000665362497465212,2.0,,,,,,,False
2050051426446152159,BOX,False,,49,partial,True,0.006029535241635742,0.002204280969087729,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.976041676053166,0.0,False
2049714403050918067,BOX,False,,44,partial,True,-0.029229337664067656,0.0023060576747142942,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.619341659654891,0.0,False
2049333853777764495,BOX,False,,47,partial,True,-0.005632788855982396,0.0021124192641477552,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.297992278175127,0.0,False
2049163935182733396,BOX,False,,35,partial,True,0.0019634310168689106,0.0004163996019409046,2.0,,,,,,,False
2048950940661932319,BOX,False,,57,partial,True,0.025880221882670584,0.002374872914221492,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.378162728684838,0.0,False
2048576989930619185,BOX,False,,49,partial,True,0.012141319226464109,0.00301749959423453,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.125928822237889,0.0,False
2048537503972684252,BOX,False,,49,partial,True,0.012141319226464109,0.00301749959423453,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.125928822237889,0.0,False
2048223146063609965,BOX,False,,49,partial,True,0.012141319226464109,0.00301749959423453,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.125928822237889,0.0,False
2047747142308274645,BOX,False,,46,partial,True,0.0057859252078371615,0.0007040449044036656,5.0,0.001156084544584349,0.0002470170345756928,55.0,0.0015310284194640484,-1.8299937935744506,0.0,False
2047540230694350958,BOX,False,,43,partial,True,0.0026554700027972,0.0015766206758953624,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-9.1758224166063,0.0,False
